date,closeprice,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81
20100406,8.77,8.79,8.75,8.68,8.46,8.2,7.91,7.88,7.92,52.9,54.74,3.92,3.14,8.72,3.92,0.09,0.08,0.01,0.89,1.49,-0.25,0.26,1.21,-0.88,-0.51,-0.48,-0.18,-0.06,0.04,0.02,8.75,0.07,42.86,58.14,74.1,888.18,-11.93,24.31,900.11,41.67,45.83,41.51,73.95,85.7,17.39,-256.32,0.23,0.19,0.2,0.14,23.16,100.92,1.04,2.24,17.12,14.28,0.21,-82.25,0.16,0.17,25,0.06,0.42,30.26,23306,8.79,8.75,8.67,8.51,7991922,-9119.74,130.78,2657.47,-0.01,0,66.06,1.66,-2.41,320988.06,-814509.44,-0.13,-21.15
20100407,8.78,8.79,8.76,8.69,8.47,8.21,7.91,7.89,7.93,53.88,55.13,2.17,2.82,0.42,2.17,0.09,0.09,0,0.89,1.49,-0.34,0.23,1.32,0,-0.57,-0.17,-0.05,0.19,0.05,0.13,8.76,0.24,31.37,59.3,74.82,888.37,-11.91,24.58,900.28,50,45.83,42.96,79.26,86.71,30,-256.72,0.15,0.19,0.2,0.12,23.37,101.04,1.86,2.18,16.78,14.43,0.21,-82.23,0.19,0.15,27.08,0.06,0.39,30.26,18540,8.81,8.76,8.67,8.52,8010462,-13596,132.03,2111.62,0,0,66.4,2.51,-1.85,321009.2,-821925.44,0.21,-35.57
20100408,8.62,8.73,8.73,8.68,8.47,8.22,7.92,7.89,7.93,38.54,47.89,-0.06,1.86,-2.29,-0.06,0.07,0.08,-0.01,0.89,1.49,-1.96,-1.41,-0.54,0.62,-0.55,-0.21,0.03,0.2,0.05,-0.17,8.74,-0.35,3.77,40,63.31,888.54,-11.92,23.81,900.46,41.67,45.83,-80.5,-6.83,41.69,10,-257.52,0.2,0.2,0.2,-0.07,23.46,98.97,-1.49,1.62,14.58,14.1,0.22,-82.41,0.15,0.09,3.77,0.06,0.21,8.66,21239,8.79,8.74,8.67,8.53,7989223,-16991.2,117.5,2463.92,-0.01,0,65.13,1.65,-2.41,320622.16,-838916.64,-0.26,-18.3
20100409,8.62,8.69,8.71,8.68,8.48,8.23,7.92,7.9,7.93,38.54,47.89,-3.34,0.13,-6.62,-3.34,0.06,0.08,-0.02,0.89,1.49,-1.17,-1.31,-0.64,1.02,0.14,0.03,0.2,0.15,-0.01,-0.09,8.73,-0.36,10.53,30.14,63.31,888.72,-11.92,22.85,900.64,41.67,45.83,-118.33,-48.85,24.13,57.69,-257.37,0.13,0.2,0.2,-0.08,23.43,96.1,-0.35,1.32,11.55,13.42,0.24,-82.41,0.12,0.02,10.53,0.06,0.36,3.88,15994,8.72,8.73,8.68,8.53,7989223,-1230.31,106.62,1855.45,-0.01,0,55.6,2.51,-1.85,320622.16,-836456.03,-0.39,-38.61
20100412,8.56,8.65,8.68,8.67,8.48,8.23,7.93,7.9,7.94,33.4,45.23,-5.53,-1.76,-7.73,-5.53,0.04,0.07,-0.03,0.89,1.49,-1.27,-1.87,-1.35,1.09,0.6,0.14,0.09,0.22,-0.05,-0.11,8.72,-0.26,6.56,21.92,58.99,888.89,-11.93,21.73,900.81,33.33,41.67,-120.53,-73.05,14.89,27.5,-257.82,0.2,0.22,0.2,-0.16,23.49,97.05,-2.62,0.71,7.75,12.39,0.25,-82.57,0.09,-0.04,6.56,0.06,0.05,0.97,10977,8.67,8.72,8.68,8.54,7978246,-6586.2,131.74,1282.36,0,0,16.64,1.65,-2.42,320545.75,-841395.68,-0.78,-56.27
20100413,8.64,8.65,8.68,8.66,8.49,8.24,7.94,7.91,7.94,45.11,49.32,-19.02,-7.51,-32.5,-19.02,0.04,0.06,-0.03,0.89,1.5,-0.05,-0.89,-0.57,0.68,0.85,0.17,0.3,-0.02,-0.07,-0.05,8.72,-0.34,19.67,32.88,64.75,889.06,-11.93,20.84,901,41.67,45.83,-77.87,-37.54,28.04,72.5,-257.37,0.2,0.18,0.2,-0.11,23.58,98.52,-0.8,0.48,4.64,11.31,0.25,-82.48,0.06,-0.06,19.67,0.05,0.61,2.81,17031,8.64,8.72,8.69,8.55,7995277,-1703.1,139.95,1971.18,0,0,33.33,2.51,-1.85,320704.92,-833731.73,0.1,-32.21
20100414,9.24,8.84,8.78,8.72,8.51,8.25,7.95,7.92,7.95,78.74,68.53,-9.51,-8.18,0,-9.51,0.08,0.07,0.01,0.89,1.5,5.77,5.32,5.85,-0.84,0.45,0.9,0.58,-0.62,-0.04,0.55,8.77,0.3,100,100,100,889.25,-11.95,21.95,901.2,50,50,177.46,214.58,148.64,92.86,-256.51,0.63,0.25,0.21,0.49,24.09,105.24,6.57,1.42,7.54,11.54,0.28,-81.85,0.09,0.03,100,0.07,0.75,42.11,65496,8.74,8.77,8.73,8.57,8060773,65496,154.71,7088.31,0.03,0,68.41,1.72,-2.42,325253.26,-777592.3,2.2,118.85
20100415,9.38,9.02,8.89,8.78,8.54,8.27,7.96,7.93,7.96,81.85,71.3,-4.51,-6.95,0.5,-4.51,0.12,0.08,0.04,0.89,1.5,5.54,6.11,6.98,-2.84,-0.57,0.72,-0.48,-0.82,0.05,0.67,8.84,0.57,83.5,85.22,90.61,889.51,-11.9,23.74,901.41,50,54.17,263.64,355.54,255.9,26.19,-256.99,0.21,0.26,0.22,0.62,24.41,108.82,7.94,2.42,14.35,12.91,0.31,-81.71,0.14,0.19,83.5,0.09,0.67,54.93,125512,8.89,8.84,8.77,8.59,8186285,-77697.9,220.1,13380.81,0.01,0,82.18,2.53,-1.85,327154.95,-837359.92,6.47,211.31
20100416,9.1,9.05,8.93,8.81,8.56,8.29,7.97,7.93,7.96,60.57,59.81,-0.16,-4.69,4.18,-0.16,0.13,0.09,0.04,0.89,1.5,1.29,2.79,3.54,-3.49,-1.5,-0.76,-1.1,-0.46,0.13,0.13,8.85,-0.16,56.31,60.87,75.14,889.75,-11.87,23.92,901.62,50,50,117.1,187.97,170.13,7.69,-257.83,0.26,0.28,0.24,0.36,24.63,105.57,4.72,2.77,19.93,14.37,0.32,-81.99,0.13,0.24,56.31,0.1,0.44,26.77,42048,8.98,8.85,8.79,8.6,8144237,-29110.15,200.69,4620.66,-0.02,0,75.68,1.72,-2.45,325899.79,-872938.99,1.41,16.03
20100419,8.7,8.93,8.89,8.8,8.56,8.29,7.97,7.94,7.97,41.89,47.81,8.08,-0.43,16.31,8.08,0.11,0.09,0.01,0.89,1.5,-3.46,-1.59,-1.06,-1.33,-1.87,-1.5,-0.86,0.54,0.17,-0.12,8.84,-0.32,17.48,26.09,52.25,889.99,-11.87,22.59,901.86,41.67,50,-8.38,35.36,61.82,12.5,-258.58,0.4,0.31,0.26,-0.03,24.99,101.64,-0.11,2.33,20.53,14.91,0.25,-82.39,0.1,0.24,17.48,0.1,0.31,0.06,33802,9.01,8.84,8.79,8.61,8110435,-32111.9,194.06,3885.29,-0.04,0,71.18,2.53,-1.9,324413.99,-898290.49,0.56,-9.61
20100420,8.86,8.91,8.88,8.81,8.57,8.3,7.98,7.95,7.97,49.38,52.01,7.05,2.06,6.03,7.05,0.1,0.09,0,0.89,1.5,-2.16,0.11,0.7,1.11,-2.28,-0.7,0.7,0.52,0.21,0.09,8.85,0.07,33.01,40,54.61,890.24,-11.86,21.35,902.1,41.67,50,-4.89,40.91,67.18,68.75,-258.21,0.16,0.33,0.27,0.14,25.19,102.55,-1.23,1.78,19.82,15.15,0.25,-82.23,0.1,0.26,33.01,0.1,0.46,0.06,19182,9.06,8.85,8.8,8.62,8129617,4795.5,196.96,2165.01,0,0,75.37,1.72,-2.43,324766.76,-891097.24,-0.77,-48.13
20100421,9.03,8.95,8.91,8.83,8.59,8.31,7.99,7.95,7.98,56.53,56.11,-6.41,-0.76,-19.87,-6.41,0.1,0.1,0.01,0.89,1.5,0.18,1.75,2.41,2.12,-1.57,0.87,0.69,0.07,0.14,0.25,8.88,0.12,49.51,54.78,62.59,890.5,-11.85,21.01,902.35,50,50,54.68,107.35,132.34,67.19,-257.86,0.32,0.34,0.28,0.31,25.49,97.73,2.38,1.87,19.87,15.52,0.23,-82.06,0.12,0.2,49.51,0.1,0.63,15.5,25629,9.01,8.88,8.82,8.62,8155246,1601.81,216.42,2838.21,0.02,0,76.09,2.55,-1.9,325258.51,-882287.27,0.15,-32
20100422,8.9,8.93,8.91,8.83,8.6,8.32,8,7.96,7.98,50.05,52.38,-1.43,-0.98,3.56,-1.43,0.1,0.1,0,0.89,1.5,-0.2,-0.03,0.87,0.72,-0.17,0.56,-0.06,-0.2,0.01,0.28,8.9,0.45,36.89,43.48,51.13,890.75,-11.85,20.65,902.59,50,45.83,14.86,55.06,85.03,25,-258.36,0.14,0.34,0.26,0.13,25.67,94.88,1.48,1.81,18.99,15.64,0.2,-82.19,0.16,0.13,36.89,0.1,0.4,14.75,14239,8.92,8.9,8.82,8.61,8141007,-4068.29,201.71,1599.89,-0.01,0,66.15,1.72,-2.44,325053.52,-889406.77,-0.39,-61.51
20100423,8.92,8.93,8.91,8.84,8.61,8.33,8.01,7.97,7.99,51.08,52.91,7.18,1.74,15.79,7.18,0.09,0.09,0,0.89,1.5,0.43,-0.15,0.98,-0.35,0.57,-0.04,-0.18,-0.06,-0.05,0.3,8.93,0.39,38.83,45.22,51.91,891,-11.84,20.56,902.84,50,50,33.36,73.35,103.48,50,-258.36,0.15,0.28,0.26,0.08,25.76,98.02,1.59,1.78,17.74,15.6,0.21,-82.17,0.2,0.16,37,0.1,0.48,19.44,16389,8.88,8.93,8.83,8.6,8157396,-16389,202.41,1837.33,0.01,0,40.34,2.55,-1.9,325090.35,-889406.77,-0.12,-55.74
20100426,9.02,8.96,8.93,8.86,8.62,8.35,8.01,7.97,7.99,56.49,55.58,-2.93,0.18,-13.05,-2.93,0.09,0.09,0,0.89,1.5,0.83,0.46,1.91,-0.47,0.37,-0.08,0.04,0.01,-0.03,0.46,8.98,0.57,48.54,49.52,58.59,891.25,-11.82,20.73,903.07,58.33,50,57.23,103.14,131.47,40,-258.56,0.15,0.26,0.26,0.17,25.82,103.68,4.64,2.22,17.2,15.65,0.21,-82.07,0.26,0.28,43.62,0.1,0.73,24.09,27537,8.95,8.98,8.85,8.6,8184933,-20193.8,202.66,3052.88,0,0,65.22,1.73,-2.44,325399.06,-894914.17,0.3,-28.82
20100427,9.37,9.1,9.01,8.91,8.65,8.36,8.03,7.98,8,70.3,63.49,-4.39,-1.34,-5.84,-4.39,0.12,0.1,0.02,0.89,1.5,3.56,3.51,5.46,-0.99,0.05,0.39,0.36,-0.47,0,0.73,9.05,0.78,82.52,82.52,85.94,891.53,-11.8,21.68,903.33,66.67,54.17,117.51,181.85,207.45,86.25,-257.84,0.4,0.28,0.28,0.53,25.99,105.76,8.7,3.22,19.97,16.46,0.2,-81.72,0.33,0.4,79.07,0.11,0.76,38.8,49934,9.05,9.05,8.89,8.6,8234867,29960.4,235.43,5329.14,0.01,0,90.86,2.59,-1.9,327336.63,-858712.02,2.12,18.96
20100428,9.05,9.08,9.02,8.92,8.66,8.37,8.03,7.99,8.01,52.15,53.91,15.94,4.42,36.26,15.94,0.12,0.1,0.02,0.89,1.5,-0.02,0.19,1.65,-1.08,-0.21,0.04,-0.79,-0.13,0.02,-0.19,9.03,-0.74,51.46,51.46,60.63,891.81,-11.77,22.56,903.58,66.67,50,54.43,102.33,133.57,38.64,-258.07,0.22,0.27,0.29,0.2,26.1,100.22,5.72,3.6,21.22,17.05,0.18,-82.04,0.26,0.32,47.37,0.11,0.4,38.8,41265,9.05,9.03,8.9,8.6,8193602,-41265,191.69,4559.67,0,0,68.44,1.73,-2.48,325927.37,-868090.43,2.76,4.33
20100429,8.94,9.03,9,8.92,8.67,8.38,8.04,8,8.01,47.13,51.03,24.42,11.08,32.89,24.42,0.11,0.11,0,0.89,1.5,-1.32,-0.55,0.29,-0.94,-0.78,-0.9,-0.24,0.08,0.07,-0.44,8.99,-1.11,40.78,40.78,46.96,892.1,-11.74,22.82,903.84,58.33,50,5.07,51.42,83.91,10,-258.87,0.2,0.26,0.3,0.06,26.02,100.45,3.47,3.58,20.41,17.18,0.17,-82.24,0.15,0.17,32.89,0.1,0.38,27.61,23552,9.06,8.99,8.91,8.61,8170050,-23552,193.55,2634.45,-0.01,0,54.59,2.59,-1.91,325641.1,-886932.03,0.38,-19.78
20100430,8.85,8.97,8.97,8.92,8.67,8.39,8.05,8,8.02,43.06,48.7,18.73,13.63,13.04,18.73,0.09,0.1,-0.01,0.89,1.5,-2.17,-1.27,-0.66,0.86,-0.89,-0.33,-0.01,0.52,0.08,-0.25,8.96,-0.38,30,32.04,39.13,892.41,-11.72,23.6,904.12,50,50,-5.07,49.93,81.81,22.45,-259.42,0.49,0.29,0.32,-0.05,26.15,99.22,-4.22,2.38,17.65,16.77,0.17,-82.73,0.11,0.06,13.04,0.1,0.23,37.75,42882,9.05,8.96,8.91,8.62,8127168,-42882,153.32,4845.42,0.01,0,67.93,1.72,-2.48,325209.4,-910560.89,-0.35,45.65
20100503,8.85,8.93,8.95,8.91,8.68,8.4,8.05,8.01,8.02,43.06,48.7,8.58,11.95,-1.57,8.58,0.07,0.1,-0.02,0.89,1.5,-1.8,-1.44,-0.67,1.47,-0.36,-0.01,0.52,0.2,0.03,0.15,8.98,0.27,25.53,32.04,39.13,892.7,-11.7,24.07,904.4,41.67,45.83,-92.45,-10.19,23.22,59.37,-259.23,0.16,0.29,0.31,-0.08,26.23,98.12,-5.65,1.15,14.05,15.98,0.18,-82.73,0.14,0,7.69,0.1,0.24,32.59,17546,9.01,8.98,8.91,8.63,8127168,-6579.75,159.23,1982.6,-0.02,0,59.64,2.59,-1.91,325209.4,-907271.02,-0.86,-36.92
20100504,8.76,8.87,8.92,8.9,8.68,8.4,8.06,8.01,8.03,38.3,46.19,4.29,9.4,0,4.29,0.05,0.09,-0.04,0.89,1.5,-1.46,-2.33,-1.68,1.66,0.87,0.43,0.11,0.18,-0.08,-0.1,8.97,-0.19,8.14,23.3,31.3,892.97,-11.69,24.76,904.65,41.67,45.83,-86.7,-15.17,16.93,17.24,-259.88,0.29,0.3,0.29,-0.22,26.36,93.49,-3.74,0.4,9.45,14.75,0.18,-83.02,0.12,-0.17,0,0.1,0.11,37.29,21974,8.89,8.97,8.91,8.64,8105194,-21974,158.5,2508.45,0,0,47.53,1.71,-2.48,324985.94,-921667.77,-0.48,-21.79
20100505,8.35,8.7,8.81,8.84,8.67,8.4,8.06,8.01,8.03,23.87,36.78,-1.05,5.91,-6.39,-1.05,0,0.07,-0.07,0.89,1.5,-4.57,-6.19,-6.05,1.61,1.62,-0.3,-0.23,0.5,-0.15,-0.68,8.9,-0.93,14.06,13.04,13.04,893.15,-11.77,23.05,904.92,41.67,41.67,-266.87,-199.78,-171.12,30.77,-260.27,0.39,0.35,0.31,-0.7,26.59,92.27,-4.02,-0.28,0.92,12.3,0.18,-83.43,0.03,-0.26,14.06,0.12,0.23,8.94,36658,8.75,8.9,8.89,8.64,8068536,-2819.85,137.68,4390.18,-0.06,-0.01,23.69,2.54,-1.91,323270.21,-935767,0.08,25.55
20100506,8.22,8.54,8.71,8.78,8.66,8.4,8.06,8.02,8.03,20.87,34.36,-1.41,3.47,-1.78,-1.41,-0.05,0.05,-0.09,0.89,1.5,-4.49,-6.94,-7.31,2.45,2.45,-0.36,0.37,0.63,-0.23,-0.68,8.83,-0.96,3.91,3.62,3.62,893.35,-11.83,21.47,905.19,33.33,37.5,-217.67,-204.14,-181.45,35.19,-260.57,0.27,0.33,0.31,-0.81,26.79,91.95,-7.22,-1.35,-10.01,8.81,0.2,-83.67,-0.07,-0.31,3.91,0.13,0.3,8.94,22073,8.61,8.83,8.87,8.64,8046463,-17167.89,130.41,2685.28,0,-0.01,26.87,1.71,-2.49,322926.56,-942307.15,0.15,-26.38
20100507,8.1,8.39,8.6,8.72,8.64,8.4,8.06,8.02,8.03,18.33,32.22,-9.41,-0.82,-17.4,-9.41,-0.09,0.02,-0.11,0.89,1.5,-4.21,-7.44,-8.39,3.45,3.23,0.25,0.51,0.66,-0.3,-0.82,8.75,-1.12,12.9,12.12,12.12,893.56,-11.89,20.91,905.45,25,37.5,-201.03,-243.77,-235.69,67.24,-260.22,0.29,0.33,0.3,-0.89,26.82,91.53,-10.3,-2.73,-22.12,4.48,0.22,-83.79,-0.18,-0.43,12.9,0.15,0.13,24.39,22372,8.46,8.75,8.84,8.64,8024091,8485.93,117.57,2761.98,-0.04,-0.01,27.48,2.53,-1.91,322599.96,-934592.67,-0.13,-26.84
20100510,8.28,8.36,8.54,8.68,8.63,8.39,8.07,8.02,8.03,33.03,38.48,-25.44,-9.03,-41.47,-25.44,-0.12,-0.01,-0.11,0.89,1.5,-0.74,-4.58,-6.21,2.72,3.83,0.69,0.84,0.07,-0.34,-0.74,8.68,-1.2,24.52,23.03,23.03,893.78,-11.93,19.82,905.71,33.33,41.67,-114.73,-165.76,-162.79,78.26,-259.66,0.23,0.34,0.3,-0.68,26.81,93.56,-6.97,-3.38,-31.65,0.18,0.22,-83.61,-0.3,-0.6,26.39,0.16,0.55,12.67,14884,8.34,8.68,8.83,8.64,8038975,5824.17,100.38,1797.58,0.03,0,10.74,1.71,-2.47,322930.72,-926179.97,0.05,-49.23
20100511,8.1,8.27,8.46,8.62,8.61,8.39,8.07,8.02,8.03,27.16,34.96,-26.61,-14.89,-27.78,-26.61,-0.15,-0.04,-0.11,0.89,1.5,-1.34,-5.26,-7.97,1.69,3.92,0.66,-0.11,0.12,-0.34,-1.27,8.55,-2,12.9,12.12,12.12,893.98,-11.99,18.69,905.97,25,37.5,-100.41,-160.48,-172,7.14,-260.51,0.28,0.31,0.3,-0.88,26.75,92.47,-9.19,-4.27,-40.36,-4.34,0.22,-83.89,-0.5,-0.84,13.89,0.17,0.26,10.5,18750,8.21,8.55,8.8,8.63,8020225,-18750,101.28,2314.81,0,-0.01,10.76,2.51,-1.91,322523.11,-942251.4,0.14,-28.42
20100512,8.16,8.23,8.4,8.58,8.6,8.39,8.07,8.02,8.03,31.99,37.06,-14.99,-14.92,-3.37,-14.99,-0.16,-0.06,-0.1,0.89,1.5,-0.15,-3.56,-6.71,0.26,3.41,-0.05,0.18,-0.06,-0.29,-0.89,8.46,-0.7,16.77,15.76,15.76,894.19,-12.04,17.65,906.23,25,41.67,-84.12,-141.72,-166.05,50,-260.51,0.16,0.31,0.3,-0.81,26.67,97.72,-9.53,-5.08,-46.84,-8.66,0.22,-83.83,-0.57,-0.88,18.06,0.18,0.46,10.5,9957,8.17,8.46,8.75,8.63,8030182,-4978.5,110.38,1220.22,-0.01,-0.01,11.95,1.71,-2.46,322596.86,-942251.4,-0.64,-56.83
20100513,8.34,8.27,8.39,8.56,8.59,8.38,8.07,8.02,8.03,45.1,43.06,-27.07,-18.97,-39.16,-27.07,-0.16,-0.08,-0.08,0.89,1.5,1.76,-0.73,-4.08,0,2.48,0.36,0.12,-0.06,-0.2,-0.6,8.4,-0.16,28.39,26.67,26.67,894.41,-12.09,16.59,906.5,25,45.83,-50.37,-95.54,-119.51,63.33,-260.25,0.15,0.31,0.3,-0.56,26.52,101.46,-10.99,-5.99,-49.38,-12.22,0.22,-83.65,-0.59,-0.86,38.26,0.17,0.71,0.19,18330,8.2,8.4,8.69,8.64,8048512,1222,110.32,2197.84,0.01,-0.01,31.53,2.53,-1.91,323001.2,-937363.4,-0.63,-18.69
20100514,8.56,8.37,8.42,8.56,8.59,8.39,8.07,8.02,8.04,57.2,49.48,-34.84,-24.26,-42.61,-34.84,-0.14,-0.09,-0.05,0.89,1.5,3.28,2.25,-1.25,-1.2,1.04,0.34,0.16,-0.46,-0.08,-0.29,8.37,-0.04,42.58,40,40,894.63,-12.14,16.13,906.77,33.33,50,-21.65,-59.87,-80.29,100,-259.25,0.26,0.26,0.31,-0.27,26.47,105.68,-5.41,-5.9,-47.16,-14.58,0.21,-83.39,-0.59,-0.76,57.39,0.17,0.73,10.52,20157,8.29,8.37,8.67,8.65,8068669,20157,122.87,2354.79,0.01,0,51.79,1.73,-2.46,323532.92,-917206.4,-0.51,-0.56
20100517,8.22,8.32,8.39,8.52,8.57,8.38,8.07,8.03,8.04,40.61,41.57,6.82,-13.9,48.48,6.82,-0.15,-0.1,-0.04,0.89,1.5,-0.68,-1.07,-4.91,-1.15,0.39,-0.18,-0.8,-0.06,-0.03,-0.63,8.31,-0.78,22.22,19.39,19.39,894.83,-12.2,15.38,907.03,33.33,45.83,-42.47,-85.56,-120.03,3.33,-260.18,0.3,0.27,0.3,-0.53,26.44,99.28,-8.05,-6.23,-45.6,-16.8,0.21,-83.73,-0.67,-0.74,48.48,0.18,0.33,3.94,22947,8.28,8.31,8.64,8.65,8045722,-22947,115.59,2791.61,-0.01,-0.01,51.17,2.49,-1.91,322621.47,-938623.6,-0.03,10.27
20100518,8.26,8.3,8.36,8.5,8.56,8.38,8.08,8.03,8.04,42.94,42.75,24.8,-1,42.78,24.8,-0.15,-0.11,-0.04,0.89,1.5,-0.58,0.01,-4.11,-0.88,-0.59,-0.76,-0.02,0.08,0.05,-0.5,8.26,-0.4,25,21.82,21.82,895.04,-12.25,14.68,907.29,41.67,45.83,-37.93,-80.78,-114.89,36.11,-260.46,0.18,0.25,0.29,-0.42,26.35,101.98,-6.67,-6.3,-43.79,-18.7,0.21,-83.69,-0.71,-0.58,54.55,0.18,0.46,3.94,13439,8.31,8.26,8.61,8.65,8059161,-11945.78,123.03,1627,0,-0.01,37.57,1.73,-2.46,322686.87,-942356.66,-0.69,-32.66
20100519,8.27,8.29,8.35,8.48,8.55,8.38,8.08,8.03,8.04,43.61,43.06,25.15,7.72,25.51,25.15,-0.15,-0.12,-0.03,0.89,1.5,-0.72,0.23,-3.57,0.62,-0.95,-0.01,0.09,0.29,0.08,-0.08,8.25,0.6,25.69,22.42,22.42,895.24,-12.31,13.64,907.55,50,45.83,-45.87,-85.3,-121.98,55.26,-260.35,0.19,0.24,0.29,-0.28,25.88,101.35,-6.55,-6.34,-41.59,-20.26,0.21,-83.58,-0.65,-0.42,56.06,0.18,0.4,4,12874,8.33,8.25,8.58,8.65,8072035,2032.74,121.85,1556.71,-0.01,-0.01,39.75,2.49,-1.91,322702.46,-941001.5,-0.27,-26.76
20100520,8.19,8.26,8.32,8.45,8.54,8.38,8.08,8.03,8.04,39.22,41.1,17.19,10.87,9.22,17.19,-0.15,-0.13,-0.03,0.89,1.5,-1.33,-0.7,-4.1,0.8,-0.62,0.01,0.21,0.03,0.05,-0.03,8.25,0.65,25.22,17.58,17.58,895.44,-12.36,13.09,907.8,50,45.83,-35.09,-77.13,-109.89,9.62,-261.16,0.26,0.24,0.28,-0.27,25.6,98.2,-6.51,-6.37,-39.86,-21.65,0.21,-83.84,-0.59,-0.31,19.57,0.18,0.19,4.96,15650,8.3,8.25,8.54,8.65,8056385,-15650,98.8,1910.87,0.01,-0.01,52.56,1.72,-2.46,322551.07,-953641.89,-0.29,-7.59
20100521,7.81,8.11,8.23,8.39,8.52,8.37,8.08,8.03,8.04,24.91,33.28,8.59,10.11,0,8.59,-0.18,-0.14,-0.05,0.89,1.5,-4.17,-4.98,-7.96,1.51,0.8,-0.17,-0.35,0.45,-0.07,-0.29,8.22,0.53,0,0,0,895.61,-12.43,13.19,908.04,50,45.83,-213.88,-137.21,-192.05,9.37,-261.97,0.16,0.27,0.29,-0.59,25.33,91.24,-6.47,-6.38,-42.04,-23.77,0.25,-84.22,-0.53,-0.31,0,0.19,0.24,23.05,21622,8.15,8.22,8.49,8.64,8034763,-21622,61.01,2768.5,-0.03,-0.01,34.15,2.44,-1.91,321547.85,-971209.76,-0.41,28.24
20100524,7.93,8.05,8.17,8.35,8.5,8.36,8.08,8.03,8.04,34.03,37.38,2.92,7.72,-2.75,2.92,-0.2,-0.15,-0.05,0.89,1.5,-2,-3.1,-5.94,1.67,1.1,-0.23,0.57,0.34,-0.09,-0.35,8.18,0.39,16,6.9,6.9,895.78,-12.49,13.28,908.27,58.33,45.83,-162.07,-117.65,-165.11,77.78,-261.42,0.09,0.25,0.28,-0.44,24.93,96.47,-3.53,-5.94,-44.44,-25.94,0.25,-84.1,-0.49,-0.25,16,0.19,0.43,23.05,8133,8.09,8.18,8.43,8.63,8042896,4518.33,70.76,1025.6,0,-0.01,25.09,1.72,-2.44,321672.81,-966691.43,-0.63,-49.75
20100525,7.62,7.91,8.07,8.28,8.47,8.35,8.07,8.03,8.04,24.72,31.86,0.18,5.2,-2.57,0.18,-0.23,-0.17,-0.06,0.89,1.5,-4.32,-6.34,-8.67,2.77,2.02,0.26,0.03,0.57,-0.17,-0.48,8.14,0.79,2.08,1.08,1.03,895.97,-12.53,14.18,908.5,58.33,41.67,-178.05,-135.32,-181.54,19.77,-262.02,0.43,0.28,0.27,-0.69,24.87,92.25,-5.93,-5.94,-49.53,-28.78,0.27,-84.51,-0.41,-0.25,2.08,0.18,0.15,37.2,20745,7.96,8.14,8.34,8.62,8022151,-18815.23,73.53,2722.44,-0.02,0,26.1,2.4,-1.91,320861.85,-979234.92,-0.07,26.61
20100526,8,7.94,8.06,8.25,8.45,8.34,8.07,8.03,8.04,46.32,43.11,-25.59,-5.06,-51.36,-25.59,-0.22,-0.18,-0.05,0.89,1.5,1.14,-1.48,-3.5,1.53,2.62,0.41,0.95,-0.19,-0.21,-0.16,8.12,0.73,41.67,21.62,20.51,896.17,-12.57,15.01,908.74,58.33,45.83,-99.43,-107.53,-143.31,90.54,-261.21,0.37,0.28,0.28,-0.26,24.87,96.74,-3.38,-5.55,-51.18,-30.93,0.25,-84.13,-0.34,-0.26,41.67,0.17,0.65,37.2,13603,7.91,8.12,8.29,8.61,8035754,13603,71.86,1700.38,0,0,40.78,1.72,-2.39,321540.21,-968205.46,-0.09,-18.79
20100527,8.02,7.96,8.05,8.23,8.44,8.34,8.07,8.03,8.04,47.27,43.64,-36.64,-15.59,-47.68,-36.64,-0.21,-0.18,-0.03,0.89,1.5,1.83,-0.84,-2.72,0.62,2.67,0.97,-0.17,-0.09,-0.21,-0.32,8.09,0.28,43.75,22.7,21.54,896.4,-12.58,15.52,908.97,66.67,45.83,-57.04,-84.79,-115.07,83.33,-260.54,0.18,0.28,0.27,-0.23,24.9,97.92,-0.99,-4.84,-50.29,-32.43,0.25,-83.98,-0.31,-0.32,45.65,0.15,0.58,31.46,14832,7.88,8.09,8.24,8.6,8050586,9888,68.62,1849.38,0.02,0,55.91,2.41,-1.91,321577.29,-958317.46,-0.21,-9.56
20100528,8.05,7.99,8.05,8.21,8.43,8.33,8.07,8.03,8.04,48.91,44.49,-33.02,-21.4,-29.41,-33.02,-0.2,-0.19,-0.01,0.89,1.5,1.59,0.16,-1.88,-1.5,1.43,-0.14,-0.06,-0.43,-0.11,-0.51,8.04,-0.22,46.88,24.32,23.08,896.61,-12.58,15.54,909.19,66.67,45.83,-19.92,-65.43,-92.14,18.18,-261.18,0.11,0.27,0.26,-0.2,24.89,103.07,-1.35,-4.31,-47.49,-33.29,0.25,-83.95,-0.33,-0.36,52.94,0.14,1.05,21.31,12164,7.92,8.04,8.2,8.59,8062750,-7740.73,75.49,1511.06,0.01,0,53.98,1.72,-2.39,321622.79,-966058.18,0.22,-22.03
