,closeprice,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77
20110217,31.8,31.79,31.33,30.53,29.27,29.8,27.84,0.32,0.86,1.18,0.69,1.4,54.21,55.35,53.89,53.12,66.18,68.17,78.37,78.77,58.05,62.05,78.25,81.39,41.23,28.97,11.97,11.46,0.99,0.8,0.79,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,31.77,78.41,91.48,111.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.01,42.3,23.09,16.1,1869548,77267.49,-1.09,-0.62,-1.55,3.92,3.08,4,1
20110218,31.95,31.9,31.38,30.6,29.27,29.82,27.86,0.31,0.86,1.17,0.7,1.4,56,56.24,54.18,53.25,62.45,65.51,78.04,79.62,54.98,60.19,77.38,81.32,42.4,29.63,12.16,11.5,0.97,0.78,0.8,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,26.67,74.39,93.02,112.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.01,42.3,23.09,16.1,1873440,77285.85,0.47,-1.99,1.43,3.4,2.73,5,-1
20110221,33.55,32.19,31.48,30.7,29.29,29.86,27.89,0.43,0.96,1.39,0.73,1.42,69.92,64.26,57.06,54.64,66.66,69.66,81.18,82.97,75.07,77.95,87.47,89.67,45.24,30.88,12.42,11.56,1.08,0.83,0.82,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,182.27,161.82,160.16,152.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70.8,54.47,28.1,18.58,1893908,78310.85,5.01,4.35,4.84,9.64,6.85,1,-1
20110222,32.95,32.31,31.57,30.78,29.31,29.89,27.91,0.46,1.01,1.46,0.76,1.43,61.78,59.93,55.72,54.04,68.51,72.53,83.34,85.28,72.23,78.26,87.64,89.9,47.8,32.06,12.69,11.62,1.07,0.86,0.83,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,109.33,124.26,147.58,143.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70.8,54.47,28.1,18.58,1883701,78128.31,-1.79,3.62,1.07,3.78,5.78,2,1
20110223,32.5,32.33,31.64,30.86,29.32,29.93,27.93,0.43,1.02,1.45,0.77,1.44,56.31,56.9,54.74,53.58,66.05,72.19,83.47,85.78,61.12,71.53,83.74,86.78,50.33,33.27,12.96,11.68,1.09,0.9,0.84,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,88.15,111.23,146.3,142.35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73.05,56.29,28.96,19.02,1868475,77920.37,-1.37,1.72,1.09,0.62,4.17,3,1
20110224,31.9,32.29,31.67,30.93,29.34,29.95,27.95,0.36,0.98,1.34,0.77,1.44,49.78,53.13,53.47,52.99,58.55,68.03,81.09,84.29,43.56,59.71,76.32,81.3,48.7,33.44,13.14,11.72,1.17,0.95,0.86,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-26.67,47.87,95.63,112.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.04,36.69,23.86,16.88,1859719,77758.72,-1.85,-4.92,0.31,-1.24,2.24,4,1
20110225,31.95,32.34,31.74,30.99,29.38,29.98,27.97,0.3,0.96,1.25,0.78,1.45,50.32,53.4,53.56,53.03,51.85,63.52,78.27,82.49,38.45,54.5,72.64,78.88,45.22,33.02,13.26,11.75,1.14,0.99,0.87,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-112.62,-2.32,53.94,90.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.9,25.04,20.45,15.4,1866628,77769.55,0.16,-3.03,0,1.43,4.07,5,-1
20110301,32.25,32.36,31.82,31.06,29.42,30.01,27.99,0.27,0.95,1.22,0.79,1.45,53.6,55.04,54.11,53.3,48.38,61.06,76.61,81.54,41.44,56.12,73.28,79.64,42.54,32.73,13.39,11.79,1.12,0.98,0.87,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-34.4,41.19,92.17,107.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.43,27.22,21.18,15.75,1870098,77802.13,0.94,-0.77,-3.87,0.78,5.74,2,-1
20110302,31.6,32.26,31.88,31.12,29.46,30.03,28,0.2,0.89,1.09,0.78,1.45,46.24,50.95,52.73,52.65,42.56,56.49,73.61,79.61,30.91,47.35,67.61,75.77,38.61,32,13.48,11.81,1.07,0.99,0.88,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-94.03,-14.26,52.46,88.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.31,18.19,18.4,14.53,1866522,77730.05,-2.02,-0.94,-4.1,-3.07,3.61,3,-1
20110303,32.25,32.27,31.97,31.19,29.49,30.04,28.02,0.19,0.89,1.08,0.79,1.45,53.36,54.51,53.93,53.22,40.93,55.07,72.42,79.1,37.68,52.25,70.04,78.08,35.96,31.51,13.58,11.84,1.04,1.01,0.89,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-19.78,29.03,87.34,102.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.04,22.26,19.71,15.16,1871613,77834.77,2.06,0.94,-0.77,0.31,6.09,4,-1
20110304,32.8,32.37,32.08,31.25,29.53,30.05,28.04,0.23,0.91,1.14,0.81,1.46,58.52,57.27,54.91,53.7,44.37,57.06,73.22,80.35,51.25,61.04,74.81,82.83,35.6,31.58,13.74,11.88,1.09,1.04,0.88,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,94.96,136.29,162.6,133.38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.41,32.8,23.47,17.02,1886623,78090.76,1.71,1.71,2.82,3.14,7.19,5,1
20110307,33.1,32.48,32.19,31.31,29.58,30.06,28.06,0.28,0.95,1.23,0.83,1.47,61.13,58.71,55.43,53.96,50.77,61.44,75.62,82.62,63.59,70.2,80.41,87.17,34.66,31.46,13.89,11.92,1.11,1.04,0.89,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,68.07,115.13,152.04,128.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.22,29.29,22.36,16.53,1891252,78133.1,0.91,4.75,3.6,3.6,7.12,1,1
20110308,32.8,32.41,32.3,31.37,29.62,30.06,28.08,0.29,0.96,1.25,0.84,1.48,57.14,56.7,54.78,53.65,55.25,64.3,77.07,84.2,64.2,70.02,79.99,87.37,33.82,31.36,14.03,11.96,0.99,1.03,0.88,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,58.42,89.09,138.77,121.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.22,29.29,22.36,16.53,1887354,78097.77,-0.91,1.71,1.71,-2.24,7.19,2,-1
20110309,32.6,32.38,32.34,31.43,29.66,30.07,28.1,0.27,0.96,1.23,0.85,1.49,54.5,55.37,54.35,53.45,57.1,64.11,77.17,84.86,60.8,63.72,77.36,86.17,32.71,31.16,14.16,12,0.91,0.99,0.88,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,44.28,62.91,123.9,115.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.69,27.42,21.8,16.28,1883708,78075.53,-0.61,-0.61,3.16,-1.06,2.68,3,-1
20110310,31.8,32.31,32.32,31.46,29.69,30.07,28.12,0.19,0.9,1.09,0.84,1.49,45.23,50.39,52.66,52.66,53.1,57.99,73.17,83.35,45.11,45.75,65.19,80.34,29.74,30.24,14.21,12.01,0.87,0.98,0.88,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-54.26,-54.78,50.82,85.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.99,12.82,17.11,14.2,1878475,77947.12,-2.45,-3.93,-1.4,-2.15,-1.55,4,-1
20110311,31.45,32.26,32.27,31.49,29.71,30.07,28.14,0.09,0.82,0.91,0.83,1.48,41.77,48.39,51.95,52.31,45.53,48.75,66.85,80.61,30.4,30.28,54.2,75.14,28.43,28.93,14.2,12.02,0.78,0.98,0.88,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-125.83,-147.91,-19.44,59.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.67,3.97,13.96,12.77,1874421,77902.5,-1.1,-4.12,-4.12,-1.41,-2.63,5,-1
20110314,30.55,32.12,32.23,31.47,29.73,30.07,28.16,-0.06,0.7,0.64,0.81,1.47,34.29,43.68,50.16,51.44,38.16,40.18,56.23,75.96,23.42,23.04,34.99,66.65,29.24,28.02,14.1,12,0.82,0.98,0.87,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-179.06,-227.39,-97.66,29.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.55,10.76,8.06,9.98,1868515,77733.49,-2.86,-6.29,-7.7,-4.38,-3.02,1,-1
20110315,28.8,31.77,32.07,31.42,29.74,30.06,28.17,-0.32,0.48,0.15,0.75,1.45,24.72,36.44,46.96,49.82,30.48,31.73,44.42,67.63,15.11,14.82,20.8,50.97,31.55,27.86,13.89,11.96,1,1.06,0.89,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-188.11,-295.03,-211.85,-17.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.34,24.79,1.38,6.65,1861693,77342.7,-5.73,-9.43,-12.2,-10.7,-10,2,-1
20110316,29.2,31.53,31.9,31.37,29.75,30.05,28.18,-0.48,0.31,-0.17,0.71,1.42,29.7,38.88,47.73,50.18,25.26,25.98,35.44,60.34,14.84,14.49,17.47,45.75,33.63,27.7,13.68,11.91,1.03,1.05,0.88,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-135.95,-237.78,-221.77,-25.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.34,24.79,1.38,6.65,1868001,77430.31,1.39,-7.15,-10.43,-7.59,-10.43,3,-1
20110317,28.3,31.14,31.71,31.31,29.75,30.04,28.19,-0.66,0.1,-0.56,0.65,1.39,25.49,35.64,46.19,49.37,21.01,21.39,28.19,52.64,12.5,12.2,13.7,37.25,36.24,27.91,13.49,11.85,1.09,1.07,0.88,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-130.43,-229.63,-285.66,-59.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.76,31.9,2.37,4.72,1861829,77240.08,-3.08,-7.36,-11.01,-12.25,-11.98,4,-1
20110318,29.9,30.85,31.61,31.29,29.75,30.03,28.21,-0.65,0.02,-0.62,0.62,1.38,41.81,44.32,49.16,50.8,22.64,22.35,27.14,49.58,25.89,24.28,25.03,43.46,35.6,27.34,13.31,11.81,1.11,1.1,0.88,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-61.01,-122.74,-162.77,-12.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.82,16.44,2.52,6.98,1869266,77660.55,5.65,3.82,-4.93,-8.84,-5.97,5,-1
20110321,31,30.64,31.56,31.28,29.77,30.03,28.22,-0.53,0.02,-0.51,0.61,1.37,50.15,49.27,51.05,51.74,29.41,28.04,31.35,50.97,42.95,39.41,39.79,53.76,32.94,26.2,13.2,11.79,1.18,1.15,0.89,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-5.44,-56.25,-68.92,26.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.01,4.61,6.67,8.98,1875362,77884.81,3.68,6.16,1.47,-6.34,-2.97,1,1
20110322,31.9,30.55,31.48,31.29,29.79,30.03,28.24,-0.36,0.08,-0.28,0.62,1.37,55.89,52.88,52.52,52.49,39.61,36.83,39.1,55.58,60.01,54.42,54.6,64.79,31.41,25.52,13.2,11.8,1.33,1.16,0.91,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,88.59,36.77,71.59,88.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.65,12.42,13.48,12.44,1887830,78246.79,2.9,12.72,10.76,-2.74,-4.92,2,1
20110323,32.95,30.59,31.48,31.33,29.83,30.04,28.27,-0.13,0.19,0.06,0.64,1.38,61.63,56.67,54.15,53.34,52.31,48.09,49.63,62.77,77.73,70.6,70.69,77.16,30.25,24.93,13.22,11.8,1.41,1.16,0.92,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,122.88,72.91,121.17,110.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.83,13.9,14.11,12.77,1904383,78791.64,3.29,10.2,12.84,1.07,0,3,1
20110324,32.6,30.67,31.49,31.35,29.87,30.05,28.29,0.01,0.27,0.27,0.65,1.39,58.8,55.11,53.53,53.02,62.41,57.67,58.37,68.87,82.62,76.82,75.84,81.07,29.33,24.42,13.24,11.81,1.4,1.14,0.92,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,108.93,71.55,113.21,107.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.99,14.65,14.43,12.94,1899694,78741.83,-1.06,5.16,15.19,2.52,0.31,4,1
20110325,32.85,30.81,31.53,31.37,29.9,30.06,28.31,0.13,0.35,0.48,0.67,1.4,60.24,56.02,53.91,53.22,70.71,65.8,65.74,74.13,87.29,82.06,80.48,84.65,28.03,23.8,13.24,11.82,1.43,1.11,0.93,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,88.73,67.18,106.18,104.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.31,12.06,13.36,12.4,1907303,78800.18,0.77,2.98,9.87,4.45,2.98,5,1
20110328,32.75,31.02,31.57,31.39,29.93,30.08,28.33,0.21,0.41,0.63,0.68,1.4,59.32,55.55,53.73,53.13,75.71,71.57,71.15,78.02,85.73,83.11,81.98,85.79,27.52,23.42,13.27,11.83,1.37,1.1,0.92,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,79.35,76.1,123.83,112.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.93,16.06,14.98,13.24,1899910,78777.67,-0.3,-0.61,5.65,7.2,2.5,1,1
20110329,31.85,31.33,31.55,31.39,29.96,30.09,28.35,0.19,0.41,0.6,0.68,1.4,51.4,51.44,52.13,52.31,76.29,73.09,72.53,78.84,77.45,76.14,75.29,80.48,25.38,22.59,13.23,11.83,1.23,1.12,0.93,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,34.74,28.16,52.62,78.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.13,6.86,11.17,11.3,1894463,78627.99,-2.75,-2.3,-0.16,10.59,-1.24,2,1
20110330,32.3,31.64,31.59,31.42,30,30.1,28.37,0.21,0.44,0.65,0.69,1.41,54.76,53.26,52.84,52.68,76.55,74.2,73.57,79.48,77.06,76.4,75.66,80.76,23.45,21.8,13.2,11.82,1.22,1.13,0.93,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,37.92,39.86,70.3,86.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.13,6.86,11.17,11.3,1898529,78685.43,1.41,-1.67,-1.97,10.62,2.22,3,-1
20110331,32.3,32.04,31.59,31.43,30.04,30.11,28.39,0.22,0.46,0.68,0.69,1.41,54.76,53.26,52.84,52.68,75.92,74.98,74.33,79.95,74.67,76.53,75.85,80.9,21.43,20.98,13.16,11.81,1.12,1.1,0.92,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,21.9,35.07,62,82.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.23,5.32,10.53,10.97,1898529,78685.43,0,-1.37,-0.92,14.13,0.16,4,-1
20110401,32.4,32.29,31.57,31.46,30.08,30.12,28.41,0.23,0.48,0.72,0.7,1.41,55.6,53.69,53.01,52.76,74.44,75.79,75.14,80.51,71.48,77.43,76.77,81.63,19.61,20.19,13.11,11.81,0.99,1.05,0.91,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,11.28,42.59,67.07,85.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.23,5.32,10.53,10.97,1900468,78691.44,0.31,1.73,-1.37,8.36,-1.22,5,-1
20110406,33.15,32.5,31.57,31.51,30.12,30.14,28.43,0.3,0.55,0.85,0.72,1.42,61.55,56.8,54.2,53.37,73.62,78.57,77.9,82.64,71.99,84.13,83.42,86.89,19.6,19.86,13.12,11.81,0.96,1.07,0.92,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,104.86,77.14,111.58,108.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.53,13.6,13.58,12.52,1906793,78837.85,2.31,2.63,1.22,6.94,0.15,3,-1
20110407,33.05,32.62,31.58,31.54,30.17,30.15,28.46,0.34,0.6,0.94,0.73,1.43,60.35,56.27,54.02,53.28,71.89,81.27,80.58,84.72,68.43,86.65,85.93,88.87,19.6,19.55,13.13,11.82,0.82,1.08,0.92,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,88.57,76.2,107.54,107.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.53,13.6,13.58,12.52,1900946,78820.21,-0.3,2.32,3.77,3.61,0.76,4,1
20110408,33.45,32.67,31.63,31.59,30.23,30.16,28.48,0.4,0.66,1.06,0.75,1.44,63.51,57.93,54.65,53.61,70.68,83.36,82.78,86.41,68.26,87.56,87.19,89.81,20.78,19.58,13.18,11.83,0.81,1.11,0.93,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,159.45,100.22,140.92,126.48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.42,20.06,16.05,13.79,1916142,79004.13,1.21,3.24,3.56,1.52,2.61,5,1
20110411,33.2,32.73,31.7,31.63,30.28,30.17,28.5,0.41,0.7,1.12,0.76,1.45,60.18,56.52,54.18,53.37,68.07,84.27,83.82,87.19,62.85,86.09,85.9,88.73,21.56,19.54,13.22,11.85,0.8,1.1,0.93,0.83,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,90.38,81.88,120.44,116.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.61,18.82,15.6,13.57,1912937,78980.17,-0.75,0.15,2.79,1.84,4.4,1,1
20110412,32.45,32.69,31.75,31.67,30.34,30.16,28.52,0.35,0.69,1.04,0.77,1.45,51.23,52.49,52.77,52.67,60.11,82.71,82.38,85.98,44.19,79.58,79.49,83.56,20.21,19.02,13.2,11.85,0.8,1.11,0.93,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-18.94,44.12,69.74,89.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.04,9.26,12.09,11.81,1908477,78879.42,-2.26,-1.82,0.15,-1.22,3.18,2,-1
20110413,32.7,32.69,31.86,31.7,30.39,30.15,28.55,0.32,0.69,1.01,0.77,1.45,53.78,53.65,53.19,52.88,53.47,81.22,80.99,84.83,40.18,78.25,78.21,82.52,18.99,18.54,13.18,11.85,0.74,1.05,0.93,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-28.13,36.16,60.96,85.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.04,9.26,12.09,11.81,1911415,78902.05,0.77,-2.24,-1.36,-0.15,7.04,3,-1
20110414,32.6,32.76,32.05,31.74,30.44,30.13,28.57,0.28,0.69,0.97,0.77,1.45,52.56,53.1,53,52.79,46.31,79.75,79.59,83.68,32,76.82,76.8,81.38,18.12,18.12,13.17,11.85,0.68,0.95,0.92,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-31.51,35.39,62.79,86.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.25,10.26,12.43,11.98,1908745,78893.89,-0.31,-1.81,-1.36,2.35,13.19,4,-1
20110415,32.65,32.8,32.22,31.78,30.5,30.12,28.6,0.26,0.68,0.94,0.78,1.45,53.15,53.35,53.08,52.83,40.57,78.66,78.55,82.83,29.09,76.49,76.47,81.12,18.2,17.93,13.18,11.86,0.66,0.94,0.92,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-7.46,44.11,74.14,93.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.93,14.24,13.81,12.68,1912690,78899.94,0.15,0.62,-2.39,1.08,11.82,5,1
20110418,32.2,32.78,32.41,31.8,30.55,30.1,28.63,0.19,0.65,0.84,0.77,1.45,47.27,50.79,52.23,52.4,31.9,75.85,76.65,81.24,14.55,70.23,72.85,78.06,16.99,17.46,13.15,11.86,0.67,0.89,0.91,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-97.83,-8.97,39.85,74.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.11,8.54,11.8,11.68,1911082,78877.78,-1.38,-1.53,-3.01,-0.31,13.78,1,1
20110419,31.85,32.73,32.51,31.82,30.58,30.09,28.65,0.11,0.59,0.7,0.76,1.45,43.14,48.86,51.57,52.08,25.29,70.42,73.88,78.47,12.08,59.57,68.35,72.94,16.14,16.66,13.09,11.84,0.7,0.84,0.91,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-175.6,-117.95,-5.82,48.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,1.44,9.19,10.37,1908872,78853.76,-1.09,-2.3,-1.85,-1.7,6.52,2,-1
